	Pid	period	true label	predicted label	logits
67	5434	Uruk III (ca. 3200-3000 BC)	15	3	[-1.6350959539413452, -2.017627716064453, 3.448531150817871, 3.7122058868408203, -0.8441072106361389, -0.6883742809295654, 2.552259922027588, 0.8075636625289917, -0.6966835856437683, 3.1917970180511475, -3.605971336364746, -0.35638388991355896, -1.3918368816375732, -3.3522982597351074, -2.2819337844848633, 1.5579019784927368, 0.8463938236236572, 1.9800922870635986]
68	452989	ED IIIa (ca. 2600-2500 BC)	1	2	[0.5458495616912842, 3.293473243713379, 5.286458492279053, 0.8227847218513489, 1.2408701181411743, 0.09944988042116165, -1.7373837232589722, -0.7125482559204102, -5.660983085632324, -1.9377238750457764, 2.29529070854187, 3.334106683731079, 1.2477768659591675, -1.9752156734466553, -0.9337354898452759, 1.003976583480835, -0.6637791395187378, -2.4647774696350098]
69	2074	Uruk III (ca. 3200-3000 BC)	15	16	[-0.3718065023422241, -2.3823161125183105, -1.9576992988586426, -2.668315887451172, -0.6619832515716553, -1.1576656103134155, -0.4857143759727478, 2.398252010345459, 2.353010654449463, 0.0540192574262619, -2.5042595863342285, -1.582721471786499, -2.470625162124634, -1.3008816242218018, -1.373002052307129, 4.899569988250732, 5.567566871643066, 4.110091686248779]
70	20292	ED IIIb (ca. 2500-2340 BC)	2	1	[3.1124267578125, 11.656554222106934, 6.159398078918457, -2.801405906677246, 1.6635395288467407, 0.8348690271377563, -2.454967737197876, -2.233268976211548, -4.382462501525879, -1.4904500246047974, -1.302720546722412, 0.7804281115531921, -2.0400912761688232, -4.883748531341553, -4.302817344665527, 0.4935779571533203, 0.9851897954940796, -0.8566224575042725]
71	450331	Neo-Assyrian (ca. 911-612 BC)	8	8	[1.737402081489563, -1.607396125793457, -2.703671932220459, -0.6141607761383057, 0.7876985669136047, 1.1279743909835815, -1.4686636924743652, -0.049829594790935516, 7.843884468078613, 1.247261643409729, -0.41501447558403015, -1.8230589628219604, -3.1865272521972656, 0.08121086657047272, -2.412055015563965, 2.863717794418335, -0.48402056097984314, -1.1466562747955322]
72	390563	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.021634429693222046, 1.996848464012146, 3.438887357711792, -2.203179121017456, 1.8491692543029785, 0.5777162313461304, 2.203089475631714, -1.0471071004867554, -3.233839988708496, 0.5516817569732666, -1.1087714433670044, 11.98819637298584, -2.950543165206909, -1.3803213834762573, -0.9681359529495239, -2.153710126876831, -3.43638014793396, -1.6745246648788452]
73	460987	Lagash II (ca. 2200-2100 BC)	5	5	[-1.5128800868988037, -2.9220051765441895, -2.9724833965301514, 7.606788635253906, -0.7114418148994446, 12.219110488891602, -0.8174071907997131, -0.6895339488983154, 0.2830960750579834, -0.5093839168548584, -0.3645487427711487, 1.189441442489624, -1.8754525184631348, -0.5161347985267639, 1.9747687578201294, -3.8780510425567627, -4.352320194244385, -1.8498095273971558]
74	453024	Old Akkadian (ca. 2340-2200 BC)	10	10	[-0.11900857090950012, 2.083865165710449, 4.819615364074707, -0.8668495416641235, -0.8297796249389648, 0.5957003235816956, -2.116762638092041, 0.42347171902656555, -4.956461429595947, -0.3454057276248932, 7.431565284729004, 1.958369493484497, -1.844773530960083, -0.5710729360580444, 2.103893756866455, 0.6231618523597717, -2.4023406505584717, -1.8847501277923584]
75	292439	Ur III (ca. 2100-2000 BC)	14	14	[-1.5697163343429565, -4.106378555297852, -0.9262919425964355, 6.4598307609558105, -3.733013153076172, -2.8564436435699463, 1.1599695682525635, -0.5272096395492554, -2.228316307067871, -1.6582660675048828, 0.2886885106563568, -1.2329192161560059, 6.108017921447754, -4.89232063293457, 8.393625259399414, -1.5264999866485596, 0.07013268023729324, -1.0399136543273926]
76	8643	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-0.4216248393058777, -1.7795559167861938, -2.548527717590332, -3.262073516845703, 4.685461044311523, -2.5221986770629883, -1.3216601610183716, 2.851494550704956, 3.3188040256500244, 0.07946345210075378, -1.6105304956436157, -0.14037474989891052, -1.9592581987380981, 9.436476707458496, -3.6631340980529785, 1.130260705947876, -1.187779426574707, 0.23265334963798523]
77	392585	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-0.4182911515235901, -2.7344818115234375, -1.8230599164962769, 14.650084495544434, -0.21062321960926056, 3.087838649749756, 1.6907511949539185, 7.2060394287109375, -3.1404953002929688, -0.21625781059265137, -4.847383499145508, 2.574492931365967, 0.8510100245475769, -7.33492374420166, -0.45663803815841675, -8.251373291015625, -4.894412994384766, -0.7784724235534668]
78	2032	Uruk III (ca. 3200-3000 BC)	15	15	[-0.17470376193523407, -0.5215181708335876, -1.7230937480926514, -2.7226526737213135, 2.372413396835327, -1.4059460163116455, -0.002143770456314087, 1.8096956014633179, 0.578098714351654, -0.14329496026039124, -3.0906078815460205, -2.9464361667633057, 3.524763345718384, -2.634225368499756, -2.316274404525757, 4.329272747039795, 3.782064914703369, 2.750814199447632]
79	8270	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-2.47116756439209, -2.363771438598633, -1.2142237424850464, -0.6295346617698669, 0.3807066082954407, 0.755077064037323, -0.6536126732826233, 3.604703426361084, 0.7781832218170166, -0.5803889036178589, 0.8138253688812256, 0.560641348361969, 0.7382006049156189, 9.169400215148926, -3.7119085788726807, -3.3417696952819824, -0.90269935131073, 0.9181450605392456]
80	215890	Old Akkadian (ca. 2340-2200 BC)	10	2	[-0.18003308773040771, 2.3628101348876953, 5.1501898765563965, 2.3438687324523926, -2.9040629863739014, 2.2177951335906982, -1.13734769821167, -0.8087434768676758, -2.327025890350342, -0.6503825187683105, 4.515102386474609, 2.2380154132843018, 0.4859902560710907, -4.056774139404297, 2.064737319946289, 0.9182018637657166, -3.547149419784546, -2.785492181777954]
81	2560	Uruk III (ca. 3200-3000 BC)	15	13	[5.602294445037842, 2.522477149963379, -2.0603702068328857, -2.239929676055908, 8.796936988830566, -9.188250541687012, -7.764858722686768, -1.882029414176941, 6.79981803894043, -15.254535675048828, -0.8393347859382629, -14.663288116455078, 3.9330270290374756, 10.512598991394043, -11.922142028808594, -3.377350330352783, -8.541112899780273, 3.0522985458374023]
82	216125	ED IIIb (ca. 2500-2340 BC)	2	2	[0.4212179481983185, 0.6624826788902283, 4.454957962036133, 1.0095362663269043, -0.7473763823509216, -0.7257273197174072, 0.0635824128985405, 0.8872283697128296, -3.3293912410736084, -0.4257621765136719, 3.2167601585388184, 3.9317233562469482, 2.684246063232422, -1.961199164390564, 0.1887129694223404, -1.338902473449707, -4.8748884201049805, -2.799313545227051]
83	476267	Middle Babylonian (ca. 1400-1100 BC)	7	8	[-1.311510682106018, 0.5543422698974609, 3.1247329711914062, 0.004716888070106506, -3.749882698059082, 5.894833564758301, -0.5786924958229065, -2.726181983947754, 6.320557594299316, 3.321277379989624, -1.7318687438964844, -3.350583553314209, -2.8961658477783203, -2.487860918045044, 1.1032840013504028, 0.7410137057304382, 1.4413131475448608, -3.0982465744018555]
84	491930	Lagash II (ca. 2200-2100 BC)	5	11	[-0.6455327272415161, 2.180802345275879, 3.2722485065460205, -1.539524793624878, -0.6927087903022766, 2.3464996814727783, -0.6967507600784302, 1.1474028825759888, -3.0244553089141846, 0.3562324345111847, 4.67210054397583, 6.2671122550964355, -3.7317910194396973, -0.5630027055740356, 1.822844386100769, -4.403747081756592, -3.358071804046631, -0.5802619457244873]
85	105481	Ur III (ca. 2100-2000 BC)	14	3	[-1.4206068515777588, -2.1005992889404297, 1.3741837739944458, 3.7006289958953857, -0.7731359601020813, 0.6646237969398499, -0.009950175881385803, 1.1373692750930786, -0.6828930377960205, 2.074735403060913, 0.16500569880008698, 3.1192519664764404, 0.0130421482026577, -2.9733424186706543, 1.6739792823791504, -2.1522953510284424, -1.7185918092727661, 0.7149534225463867]
86	2284	Uruk III (ca. 3200-3000 BC)	15	15	[0.9339780807495117, -0.48928430676460266, -2.043687343597412, -2.7585911750793457, 4.1829514503479, -2.7070703506469727, 0.6023246645927429, 1.6387279033660889, -0.19372504949569702, 0.6105313301086426, -5.336093902587891, -3.182947874069214, -0.6544381380081177, -1.5085333585739136, -2.976332664489746, 5.738034248352051, 5.685000419616699, 2.783116340637207]
87	274148	Ebla (ca. 2350-2250 BC)	4	4	[-4.131835460662842, -1.6610208749771118, 0.6751027703285217, 2.4497873783111572, 7.016532897949219, -1.2418583631515503, 0.5106321573257446, 1.0367705821990967, -1.5812547206878662, 0.38403868675231934, -3.336315393447876, 0.12581947445869446, 3.9903972148895264, -1.877970814704895, -4.25908899307251, -2.1627564430236816, -0.03777632862329483, 1.898986577987671]
88	251423	Lagash II (ca. 2200-2100 BC)	5	10	[-0.29214686155319214, -1.1928704977035522, 1.227077841758728, 0.30970844626426697, -1.4428528547286987, 2.3025317192077637, -0.931368350982666, -2.0132267475128174, 3.6999166011810303, -0.21630987524986267, 5.368373394012451, -1.944082498550415, 0.7949472069740295, -2.5097761154174805, 0.7081064581871033, -1.2964426279067993, -1.5998836755752563, -1.2930837869644165]
89	9062	Proto-Elamite (ca. 3100-2900 BC)	13	13	[0.38224393129348755, -2.986715316772461, 0.6133896708488464, -0.735148549079895, 0.6519156694412231, -4.51677942276001, 3.2630045413970947, 6.550231456756592, -4.408638954162598, -0.5639904737472534, -1.5790667533874512, -5.629924774169922, 3.2521347999572754, 8.012041091918945, -1.612888216972351, -1.3043479919433594, 2.3720669746398926, -2.315345048904419]
90	329072	Old Akkadian (ca. 2340-2200 BC)	10	10	[1.9317538738250732, 1.9271081686019897, 3.6508665084838867, 0.011968500912189484, -0.3710329532623291, -1.221816062927246, -4.0927629470825195, -2.9105327129364014, -0.5261188745498657, -0.23277029395103455, 9.293835639953613, -1.0237152576446533, -1.4079159498214722, 0.7810330390930176, -1.362626314163208, -0.7885736227035522, -3.638786554336548, 0.38165906071662903]
91	1230	Uruk IV (ca. 3350-3200 BC)	16	16	[4.153297424316406, 2.2809500694274902, 2.7240726947784424, -6.931645393371582, -0.3509175777435303, -2.801281452178955, -1.1716099977493286, 1.473945140838623, -3.2945337295532227, -0.8139574527740479, -0.20803333818912506, 1.3421550989151, -5.370584011077881, 3.691056966781616, -5.175717830657959, 2.0014736652374268, 5.606730937957764, 3.211906909942627]
92	1407	Uruk IV (ca. 3350-3200 BC)	16	16	[-0.9004404544830322, -0.4932601749897003, 0.44014617800712585, -3.649447202682495, 1.561888337135315, 0.760958194732666, -0.32512128353118896, 3.4628496170043945, -1.8910815715789795, -0.028398562222719193, -1.8026199340820312, -2.806580066680908, 2.677128791809082, 0.25896337628364563, -3.7704384326934814, 1.6983997821807861, 4.200960159301758, 1.9848952293395996]
93	1666	Uruk IV (ca. 3350-3200 BC)	16	15	[1.754212737083435, -0.09098371118307114, -1.2473499774932861, -0.09957436472177505, 1.3091851472854614, 0.6038742065429688, -1.5471038818359375, 0.37033480405807495, -1.7805832624435425, -0.39907658100128174, -6.196859836578369, -5.482582092285156, 3.9698331356048584, -4.348944187164307, -4.358829975128174, 6.542868614196777, 6.113401412963867, 3.5822482109069824]
94	8058	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.0307495594024658, -2.8064918518066406, -1.5137721300125122, -1.4629578590393066, 0.5442964434623718, -0.5581554174423218, -1.9294737577438354, 1.6550801992416382, 3.2723028659820557, 0.2933714985847473, 1.871806025505066, 1.3178073167800903, -0.599968671798706, 6.315682411193848, 0.4236559569835663, -0.5078040957450867, -2.6942238807678223, 0.17907460033893585]
95	9041	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.064455509185791, -2.754802703857422, -1.1356724500656128, -0.785523533821106, 1.30216646194458, -3.954742431640625, 0.9908105731010437, 2.6694388389587402, 3.1279797554016113, -0.021005619317293167, -5.563174724578857, -2.0573883056640625, -1.6851054430007935, 13.934258460998535, -6.621945381164551, 1.8115146160125732, 2.095137357711792, 0.14775004982948303]
96	4868	Uruk III (ca. 3200-3000 BC)	15	8	[5.565799236297607, 0.9426276683807373, -1.8284509181976318, -0.4639923572540283, 5.855759620666504, -8.94568920135498, -5.004336833953857, -2.330918312072754, 8.510926246643066, -14.116156578063965, -0.6924623250961304, -11.99427604675293, 3.612142324447632, 7.836445331573486, -9.30510425567627, -3.514967918395996, -6.233071804046631, 2.4116837978363037]
97	422615	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.4516776502132416, -0.905707061290741, 4.694210052490234, -0.8479840159416199, 0.7644839882850647, 0.7021188735961914, -2.250474214553833, -1.2080647945404053, 5.885632514953613, -1.4282978773117065, 3.6143741607666016, 0.2764075994491577, -1.2014143466949463, -0.33070147037506104, -2.1125638484954834, 0.1587274819612503, -2.9951677322387695, -2.155499219894409]
98	2409	Uruk IV (ca. 3350-3200 BC)	16	15	[2.513507843017578, -0.07130226492881775, 0.5291950106620789, -5.426547527313232, -1.0869665145874023, -2.05935001373291, -0.8624187707901001, 2.2321479320526123, -2.293705701828003, -0.8979438543319702, -0.07394185662269592, -0.11128237843513489, -1.335399866104126, 0.17981202900409698, -1.790343999862671, 5.362204551696777, 5.047950744628906, 1.3024333715438843]
99	112047	Ur III (ca. 2100-2000 BC)	14	3	[-1.9124805927276611, -2.5439953804016113, -0.44404542446136475, 5.89564323425293, -2.200660228729248, -2.524501323699951, 2.4319682121276855, 2.7892189025878906, -2.0931756496429443, -0.3512343764305115, -0.6351498961448669, 4.827275276184082, 2.3300530910491943, -2.958184242248535, 5.736442565917969, -3.6821389198303223, -3.2450225353240967, -0.5323497653007507]
100	213122	Lagash II (ca. 2200-2100 BC)	5	14	[-1.9142705202102661, -0.394229918718338, -2.2403523921966553, 1.0416938066482544, 2.805140256881714, 3.9047605991363525, 1.4839098453521729, -0.7057782411575317, -3.4323253631591797, -1.1078521013259888, -2.0630099773406982, 2.063040018081665, 0.47457289695739746, 3.335498332977295, 6.167760372161865, -4.687367916107178, -3.3613648414611816, 0.006956465542316437]
101	281833	Middle Assyrian (ca. 1400-1000 BC)	6	8	[-0.4437798261642456, -1.6327677965164185, -2.387709140777588, -2.7225990295410156, 2.906803607940674, -2.593900203704834, 2.7645530700683594, 0.7754328846931458, 7.3803229331970215, 0.5408167839050293, -2.344266891479492, 6.3857221603393555, -2.031251907348633, 1.6495304107666016, -5.628290176391602, -0.14793948829174042, 0.4688430726528168, -0.29272210597991943]
102	250702	Old Akkadian (ca. 2340-2200 BC)	10	10	[-1.1370023488998413, 0.26611876487731934, 1.6676453351974487, -0.8680556416511536, -1.9703372716903687, 0.17481166124343872, -1.5282405614852905, -2.4616329669952393, -0.027709614485502243, 0.4667113721370697, 9.411503791809082, -0.24130773544311523, 0.4991869032382965, -2.791563034057617, 2.691718339920044, -2.97952938079834, -1.8869078159332275, -0.6229161024093628]
103	357592	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.33041828870773315, -0.3961540758609772, -1.6192513704299927, -0.39538830518722534, -2.290773391723633, -1.1329057216644287, 1.0279126167297363, 4.8544697761535645, 1.999598503112793, 3.3611555099487305, -3.0399270057678223, 9.965221405029297, 0.621585488319397, -0.5245363116264343, -1.6328320503234863, -3.077343702316284, -1.9417835474014282, -1.1645792722702026]
104	225807	ED IIIb (ca. 2500-2340 BC)	2	1	[2.803445339202881, 4.793988227844238, 4.5642595291137695, -0.5763633251190186, 2.94889760017395, -1.5006463527679443, -2.453719139099121, -0.6354324817657471, 0.24840998649597168, -5.069060802459717, 1.2514607906341553, -3.8416686058044434, 1.4669721126556396, 1.0159441232681274, -5.346275329589844, 2.4499528408050537, -3.3995440006256104, 0.9574897289276123]
105	8697	Proto-Elamite (ca. 3100-2900 BC)	13	13	[0.5704945921897888, -0.41799232363700867, -0.4552282392978668, -3.7096686363220215, 3.9410102367401123, 0.23683303594589233, 0.1799919605255127, 0.6239608526229858, -1.5025858879089355, -1.1038143634796143, -1.0933830738067627, 1.549368977546692, -4.984492301940918, 11.074664115905762, -1.636060118675232, -0.04339500144124031, 1.0180026292800903, -0.12067119777202606]
106	328962	Old Akkadian (ca. 2340-2200 BC)	10	10	[3.269167900085449, -0.0875527560710907, 4.539068222045898, 0.6178792119026184, -0.6567109823226929, -2.9995298385620117, -3.5642318725585938, -0.6716592311859131, -1.4085158109664917, 1.5149776935577393, 7.729892253875732, -1.7988330125808716, 3.2601845264434814, -3.189364194869995, 0.3743981420993805, -1.7624379396438599, -4.415134906768799, -2.15191912651062]
107	357666	Old Assyrian (ca. 1950-1850 BC)	11	11	[-1.0605190992355347, 0.9494271278381348, 0.12637685239315033, 2.5969314575195312, -0.6869034171104431, 0.06820506602525711, 3.2149293422698975, 5.61285400390625, 0.02583613619208336, 2.615206718444824, -4.727414608001709, 9.1936674118042, -1.4066753387451172, -2.6593456268310547, -4.737278938293457, -3.389742612838745, -2.3055531978607178, -0.9890823364257812]
108	4272	Uruk III (ca. 3200-3000 BC)	15	16	[0.9110785722732544, 0.7456861734390259, 0.18384450674057007, -2.85420823097229, -0.49791646003723145, -4.015140533447266, -0.41795462369918823, -0.7635363340377808, 1.4686188697814941, -4.1806640625, -0.8714489936828613, -5.207216739654541, 3.522745132446289, -0.18140456080436707, -3.719397783279419, 5.519225120544434, 6.875303745269775, 0.4881950914859772]
109	212710	ED IIIb (ca. 2500-2340 BC)	2	14	[-0.9763149619102478, -2.555284023284912, 1.0208616256713867, 4.133418083190918, -1.7532293796539307, -1.4576992988586426, -0.38994845747947693, 1.4259157180786133, -2.893360137939453, -0.8892953395843506, 3.701357841491699, 1.674951195716858, 2.5406432151794434, -2.2545864582061768, 5.827710151672363, -3.7061612606048584, -4.015257358551025, -1.1395680904388428]
